conglome,vivienda,hogar,age,fac500a,d544t,educ,male,raza,exper,pea,ing_lab,ing_total,ln_ing,ln_ing_lab
007348,011,11,29,252.14047,2299.0,4,0,Mestizo,8.0,PEA Ocupada,1052.1666,1243.75,7.1258864,6.9586067
007348,040,11,41,252.14047,1245.0,3,0,Mestizo,23.0,PEA Ocupada,1716.8334,1716.8334,7.448237,7.448237
007348,097,11,30,252.14047,1245.0,1,0,Otros,13.0,PEA Ocupada,231.58333,231.58333,5.4449396,5.4449396
007348,126,11,62,208.93553,1245.0,2,0,Blanco,53.0,PEA Ocupada,479.91666,479.91666,6.1736126,6.1736126
007348,126,11,42,258.35614,1245.0,1,1,Mestizo,25.0,PEA Ocupada,449.91666,449.91666,6.109062,6.109062
007348,126,11,38,258.35614,1245.0,1,1,Mestizo,21.0,PEA Ocupada,545.25,545.25,6.3012443,6.3012443
007348,126,11,29,252.14047,1245.0,3,0,Blanco,9.0,PEA Ocupada,561.1667,561.1667,6.330018,6.330018
007349,056,11,28,355.13684,508.0,3,0,Mestizo,8.0,PEA Ocupada,2499.5,2541.8333,7.840641,7.823846
007349,078,11,26,355.13684,1245.0,3,0,Blanco,6.0,PEA Ocupada,2003.5834,2003.5834,7.6026926,7.6026926
007349,097,11,64,335.56586,1245.0,0,1,Mestizo,58.0,PEA Ocupada,1040.9166,1040.9166,6.947857,6.947857
007349,097,11,62,294.2832,1245.0,2,0,Mestizo,56.0,PEA Ocupada,303.5833,303.5833,5.7156563,5.7156563
007349,097,11,32,363.89154,1245.0,1,1,Mestizo,15.0,PEA Ocupada,1368.5,1368.5,7.2214704,7.2214704
007349,097,11,30,363.89154,1245.0,1,1,Mestizo,13.0,PEA Ocupada,1916.9166,1916.9166,7.558473,7.558473
007349,097,11,26,355.13684,1245.0,1,0,Mestizo,12.0,PEA Ocupada,1716.8334,1716.8334,7.448237,7.448237
007349,117,11,35,355.13684,1245.0,2,0,Mestizo,23.0,PEA Ocupada,1473.5,1473.5,7.295396,7.295396
007349,117,11,43,363.89154,1245.0,1,1,Mestizo,26.0,PEA Ocupada,639.0833,639.0833,6.460035,6.460035
007349,138,11,56,335.56586,1245.0,4,1,Mestizo,38.0,PEA Ocupada,2384.3333,2384.3333,7.7766747,7.7766747
007349,138,11,26,363.89154,2436.0,4,1,Mestizo,4.0,PEA Ocupada,2033.5,2236.5,7.7126675,7.6175137
007349,138,11,22,346.62772,1245.0,4,1,Mestizo,1.0,PEA Ocupada,1016.75,1016.75,6.9243665,6.9243665
007349,158,11,41,363.89154,1245.0,1,1,Mestizo,24.0,PEA Ocupada,575.0,575.0,6.35437,6.35437
007349,158,11,38,355.13684,1245.0,2,0,Mestizo,26.0,PEA Ocupada,1478.5,1478.5,7.2987833,7.2987833
007349,158,11,20,419.30756,1245.0,4,0,Mestizo,2.0,PEA Ocupada,851.5,861.5,6.758675,6.7469993
007350,012,11,32,366.69995,1658.0,3,1,Mestizo,12.0,PEA Ocupada,1811.5834,1949.75,7.5754566,7.5019565
007350,012,11,33,357.87766,1245.0,3,0,Mestizo,13.0,PEA Ocupada,459.41666,459.41666,6.1299577,6.1299577
007350,027,11,42,357.87766,1245.0,2,0,Otros,35.0,PEA Ocupada,1324.8334,1324.8334,7.189042,7.189042
007350,062,11,40,357.87766,1245.0,1,0,Mestizo,25.0,PEA Ocupada,830.25,830.25,6.721727,6.721727
007350,078,11,38,366.69995,201.0,2,1,Mestizo,26.0,PEA Ocupada,1026.0834,1042.8334,6.9496965,6.933504
007350,095,12,27,366.69995,301.0,1,1,Otros,11.0,PEA Ocupada,1739.0,1764.0834,7.4753866,7.4610653
007350,095,12,25,357.87766,1245.0,1,0,Mestizo,9.0,PEA Ocupada,1294.8334,1294.8334,7.166137,7.166137
007350,095,22,22,422.54364,50.0,1,0,Otros,5.0,PEA Ocupada,539.5,543.6667,6.2983365,6.2906427
007350,144,11,49,338.15564,3014.0,1,1,Mestizo,35.0,PEA Ocupada,1281.1667,1532.3334,7.334547,7.1555266
007351,003,11,49,297.12845,1245.0,2,0,Otros,38.0,PEA Ocupada,639.25,639.25,6.4602957,6.4602957
007351,037,12,61,338.8102,1245.0,2,1,Otros,54.0,PEA Ocupada,447.66666,447.66666,6.1040487,6.1040487
007351,037,12,58,297.12845,1245.0,2,0,Otros,49.0,PEA Ocupada,172.08333,172.08333,5.147979,5.147979
007351,037,12,33,367.40976,1245.0,1,1,Mestizo,19.0,PEA Ocupada,322.66666,322.66666,5.77662,5.77662
007351,037,22,23,349.97903,416.0,1,1,Otros,6.0,PEA Ocupada,879.3333,914.0,6.8178306,6.779164
007351,054,11,50,338.8102,1245.0,1,1,Mestizo,36.0,PEA Ocupada,973.0833,973.0833,6.88047,6.88047
007351,054,11,44,358.57043,1245.0,1,0,Mestizo,27.0,PEA Ocupada,225.33333,225.33333,5.4175806,5.4175806
007351,086,11,30,358.57043,1245.0,2,0,Mestizo,19.0,PEA Ocupada,357.4167,357.4167,5.8789024,5.8789024
007351,086,11,31,367.40976,1245.0,1,1,Mestizo,14.0,PEA Ocupada,649.4167,649.4167,6.4760747,6.4760747
007351,103,11,61,338.8102,1245.0,2,1,Mestizo,50.0,PEA Ocupada,460.91666,460.91666,6.1332173,6.1332173
007351,103,11,56,297.12845,1245.0,2,0,Otros,45.0,PEA Ocupada,237.66667,237.66667,5.470869,5.470869
007351,103,11,38,367.40976,1245.0,3,1,Otros,19.0,PEA Ocupada,614.5833,614.5833,6.4209447,6.4209447
007351,103,11,29,358.57043,1245.0,1,0,Blanco,12.0,PEA Ocupada,481.4167,481.4167,6.176733,6.176733
007351,135,12,67,237.13847,1245.0,1,1,Mestizo,50.0,PEA Ocupada,537.75,537.75,6.2873936,6.2873936
007351,135,22,29,367.40976,1245.0,1,1,Mestizo,12.0,PEA Ocupada,1229.1666,1229.1666,7.114092,7.114092
007352,015,11,56,341.2391,1245.0,1,1,Mestizo,42.0,PEA Ocupada,1963.3334,1963.3334,7.582399,7.582399
007352,015,11,54,299.2585,1245.0,2,0,Mestizo,43.0,PEA Ocupada,851.5,861.5,6.758675,6.7469993
007352,015,11,31,361.141,1245.0,4,0,Mestizo,10.0,PEA Ocupada,783.3333,783.3333,6.6635585,6.6635585
007352,015,11,29,361.141,1411.0,4,0,Mestizo,10.0,PEA Ocupada,991.5833,1109.1666,7.0113645,6.899303
007352,033,11,38,361.141,1245.0,4,0,Mestizo,16.0,PEA Ocupada,1200.5,1200.5,7.090493,7.090493
007352,051,11,29,370.0437,1713.0,3,1,Mestizo,9.0,PEA Ocupada,842.8333,985.5833,6.893234,6.736769
007352,123,11,74,236.81519,1245.0,0,0,Otros,68.0,PEA Ocupada,238.91667,238.91667,5.4761147,5.4761147
007352,123,11,27,370.0437,1245.0,2,1,Mestizo,15.0,PEA Ocupada,806.1667,806.1667,6.6922903,6.6922903
007352,159,11,38,361.141,1245.0,3,0,Otros,18.0,PEA Ocupada,1091.0,1091.0,6.99485,6.99485
007352,159,11,32,361.141,1245.0,1,0,Mestizo,15.0,PEA Ocupada,1152.25,1152.25,7.049472,7.049472
007353,001,11,66,180.73755,1245.0,1,1,Otros,49.0,PEA Ocupada,1289.0834,1289.0834,7.161687,7.161687
007353,001,11,35,280.02515,1245.0,1,1,Blanco,18.0,PEA Ocupada,681.75,681.75,6.524663,6.524663
007353,040,11,44,273.28815,4333.0,4,0,Mestizo,22.0,PEA Ocupada,1586.5,1947.5834,7.5743446,7.3692856
007353,060,11,46,258.22772,1245.0,1,1,Mestizo,30.0,PEA Ocupada,233.0,233.0,5.4510384,5.4510384
007353,060,11,44,273.28815,1245.0,2,0,Mestizo,35.0,PEA Ocupada,1051.0834,1051.0834,6.9575768,6.9575768
007353,060,11,27,280.02515,504.0,1,1,Mestizo,13.0,PEA Ocupada,1134.5,1176.5,7.070299,7.0339475
007353,080,11,48,258.22772,1245.0,3,1,Mestizo,29.0,PEA Ocupada,933.0833,933.0833,6.8384943,6.8384943
007353,080,11,47,226.45952,1245.0,1,0,Mestizo,30.0,PEA Ocupada,553.25,553.25,6.31581,6.31581
007353,080,11,43,273.28815,1245.0,1,0,Mestizo,26.0,PEA Ocupada,644.5833,644.5833,6.468604,6.468604
007353,099,11,37,273.28815,504.0,3,0,Mestizo,17.0,PEA Ocupada,710.5833,752.5833,6.623512,6.5660863
007353,099,11,30,273.28815,1245.0,1,0,Mestizo,13.0,PEA Ocupada,893.3333,893.3333,6.7949595,6.7949595
007353,099,11,39,273.28815,1245.0,1,0,Mestizo,22.0,PEA Ocupada,977.75,977.75,6.885254,6.885254
007353,099,11,51,258.22772,1245.0,3,1,Mestizo,31.0,PEA Ocupada,1100.6666,1100.6666,7.003671,7.003671
007354,016,12,74,159.77036,1245.0,2,1,Otros,64.0,PEA Ocupada,200.33333,200.33333,5.2999825,5.2999825
007354,016,12,63,200.18816,1245.0,2,0,Otros,54.0,PEA Ocupada,181.33333,181.33333,5.200337,5.200337
007354,016,12,33,247.5397,1245.0,3,1,Mestizo,13.0,PEA Ocupada,746.25,746.25,6.615061,6.615061
007354,016,22,42,247.5397,1245.0,3,1,Mestizo,23.0,PEA Ocupada,1763.1666,1763.1666,7.474867,7.474867
007354,060,11,26,247.5397,1245.0,4,1,Otros,4.0,PEA Ocupada,1131.9166,1131.9166,7.0316677,7.0316677
007354,099,11,24,285.23682,406.0,4,0,Mestizo,2.0,PEA Ocupada,756.0833,789.9166,6.6719275,6.6281514
007354,120,11,68,158.41685,1245.0,4,0,Mestizo,45.0,PEA Ocupada,597.0,597.0,6.391917,6.391917
007354,120,11,49,228.27095,609.0,5,1,Otros,26.0,PEA Ocupada,1811.0834,1861.8334,7.529317,7.5016804
007354,179,11,57,200.18816,1245.0,1,0,Mestizo,41.0,PEA Ocupada,710.25,710.25,6.565617,6.565617
007354,179,11,58,228.27095,1245.0,0,1,Otros,52.0,PEA Ocupada,801.3333,801.3333,6.686277,6.686277
007354,179,11,28,247.5397,1245.0,2,1,Otros,18.0,PEA Ocupada,103.416664,103.416664,4.6387663,4.6387663
007355,048,11,54,219.34174,1245.0,3,1,Mestizo,36.0,PEA Ocupada,1408.9166,1408.9166,7.2505765,7.2505765
007355,082,11,37,232.13426,2124.0,3,0,Mestizo,17.0,PEA Ocupada,1044.75,1221.75,7.1080394,6.951533
007355,099,11,23,274.07928,3981.0,4,0,Mestizo,2.0,PEA Ocupada,1100.4166,1432.1666,7.266944,7.003444
007355,133,11,36,232.13426,1245.0,3,0,Mestizo,16.0,PEA Ocupada,995.0,995.0,6.902743,6.902743
007355,150,11,62,192.35745,1245.0,1,0,Mestizo,47.0,PEA Ocupada,219.91667,219.91667,5.3932486,5.3932486
007355,167,11,50,192.35745,2867.0,3,0,Mestizo,30.0,PEA Ocupada,945.25,1184.1666,7.0767946,6.8514495
007355,167,11,21,274.07928,2867.0,4,0,Mestizo,0.0,PEA Ocupada,945.25,1184.1666,7.0767946,6.8514495
007355,167,11,18,226.5723,2867.0,4,1,Mestizo,-1.0,PEA Ocupada,945.25,1184.1666,7.0767946,6.8514495
007356,018,11,49,236.74072,1245.0,3,1,Mestizo,29.0,PEA Ocupada,1002.0833,1002.0833,6.9098363,6.9098363
007356,018,11,23,295.82025,1245.0,5,0,Blanco,0.0,PEA Ocupada,150.33333,150.33333,5.012855,5.012855
007356,036,11,20,295.82025,1245.0,4,0,Mestizo,1.0,PEA Ocupada,90.166664,90.166664,4.50166,4.50166
007356,056,13,66,165.69847,3072.0,4,1,Mestizo,45.0,PEA Ocupada,1002.0833,1258.0833,7.137345,6.9098363
007356,056,13,23,295.82025,1245.0,4,0,Blanco,3.0,PEA Ocupada,1010.5,1010.5,6.9182005,6.9182005
007356,056,13,20,295.82025,2044.0,4,0,Mestizo,0.0,PEA Ocupada,1018.9167,1189.25,7.081078,6.926495
007356,056,23,37,250.548,1942.0,3,0,Mestizo,17.0,PEA Ocupada,1108.1666,1270.0,7.1467724,7.0104623
007356,056,33,38,256.72443,1533.0,1,1,Mestizo,21.0,PEA Ocupada,1965.5834,2093.3335,7.646513,7.5835443
007356,056,33,37,250.548,1245.0,1,0,Blanco,20.0,PEA Ocupada,851.75,851.75,6.747293,6.747293
007356,075,11,40,256.72443,1245.0,4,1,Mestizo,20.0,PEA Ocupada,1084.25,1084.25,6.9886436,6.9886436
007356,075,11,71,165.69847,1245.0,1,1,Mestizo,54.0,PEA Ocupada,771.5833,771.5833,6.6484447,6.6484447
007356,113,11,40,256.72443,1245.0,1,1,Mestizo,23.0,PEA Ocupada,501.0,501.0,6.216606,6.216606
007356,113,11,38,256.72443,1245.0,1,1,Mestizo,21.0,PEA Ocupada,694.0833,694.0833,6.542592,6.542592
007356,170,13,41,250.548,2612.0,3,0,Mestizo,21.0,PEA Ocupada,851.75,1069.4166,6.974869,6.747293
007356,170,23,58,207.61595,1022.0,1,0,Mestizo,41.0,PEA Ocupada,1732.5834,1817.75,7.505355,7.457369
007356,170,23,31,256.72443,1245.0,1,1,Mestizo,14.0,PEA Ocupada,1557.1667,1557.1667,7.350623,7.350623
007356,170,23,24,244.54485,1245.0,1,1,Otros,11.0,PEA Ocupada,957.8333,957.8333,6.8646736,6.8646736
007356,170,33,49,207.61595,613.0,3,0,Mestizo,29.0,PEA Ocupada,851.75,902.8333,6.805538,6.747293
007357,010,11,28,241.58424,1245.0,3,0,Mestizo,10.0,PEA Ocupada,1502.5834,1502.5834,7.314941,7.314941
007357,033,11,48,228.27095,1245.0,1,1,Blanco,31.0,PEA Ocupada,721.3333,721.3333,6.5811014,6.5811014
007357,033,11,14,235.79587,1245.0,2,1,Mestizo,2.0,PEA Ocupada,624.6667,624.6667,6.437218,6.437218
007357,033,11,36,241.58424,254.0,3,0,Mestizo,16.0,PEA Ocupada,1135.8334,1157.0,7.0535855,7.035122
007357,055,11,66,159.77036,1245.0,1,1,Otros,49.0,PEA Ocupada,480.83334,480.83334,6.175521,6.175521
007357,055,11,61,200.18816,1245.0,1,0,Blanco,44.0,PEA Ocupada,532.0833,532.0833,6.2768,6.2768
007357,078,11,73,159.77036,1245.0,4,1,Mestizo,52.0,PEA Ocupada,390.66666,390.66666,5.9678545,5.9678545
007357,078,11,64,200.18816,1245.0,1,0,Mestizo,47.0,PEA Ocupada,260.41666,260.41666,5.562283,5.562283
007357,078,11,40,241.58424,1245.0,3,0,Mestizo,20.0,PEA Ocupada,255.75,255.75,5.5442004,5.5442004
007357,123,11,58,228.27095,1245.0,1,1,Mestizo,41.0,PEA Ocupada,890.5,890.5,6.7917833,6.7917833
007357,123,11,55,200.18816,1245.0,3,0,Mestizo,35.0,PEA Ocupada,325.58334,325.58334,5.7856183,5.7856183
007358,014,11,21,266.74014,1245.0,1,1,Mestizo,4.0,PEA Ocupada,388.75,388.75,5.9629364,5.9629364
007358,014,11,30,280.02515,1245.0,3,1,Otros,11.0,PEA Ocupada,1123.3334,1123.3334,7.024056,7.024056
007358,030,11,45,258.22772,1245.0,1,1,Mestizo,32.0,PEA Ocupada,797.4167,797.4167,6.6813774,6.6813774
007358,047,11,65,180.73755,1245.0,1,1,Otros,49.0,PEA Ocupada,1089.5,1089.5,6.993474,6.993474
007358,079,12,71,179.20642,1245.0,2,0,Otros,62.0,PEA Ocupada,851.5,861.5,6.758675,6.7469993
007358,079,12,34,273.28815,1245.0,3,0,Mestizo,14.0,PEA Ocupada,1196.0834,1196.0834,7.0868077,7.0868077
007358,112,13,37,280.02515,1245.0,1,1,Mestizo,20.0,PEA Ocupada,1495.1666,1495.1666,7.309993,7.309993
007358,112,23,48,258.22772,3007.0,1,1,Mestizo,31.0,PEA Ocupada,1347.25,1597.8334,7.376404,7.2058206
007358,112,23,48,226.45952,1245.0,3,0,Mestizo,28.0,PEA Ocupada,605.5833,605.5833,6.4061923,6.4061923
007358,112,23,24,266.74014,1603.0,3,1,Mestizo,4.0,PEA Ocupada,1495.1666,1628.75,7.395568,7.309993
007358,112,33,51,226.45952,1245.0,3,0,Mestizo,31.0,PEA Ocupada,976.8333,976.8333,6.884316,6.884316
007358,144,11,51,258.22772,4009.0,1,1,Mestizo,34.0,PEA Ocupada,1236.0,1570.0834,7.358884,7.1196356
007358,144,11,31,280.02515,2656.0,1,1,Otros,14.0,PEA Ocupada,1089.6666,1311.0,7.1785455,6.993627
007359,010,11,24,305.99652,852.0,3,0,Mestizo,4.0,PEA Ocupada,847.25,918.25,6.8224697,6.741996
007359,010,11,41,259.1669,3307.0,4,0,Mestizo,19.0,PEA Ocupada,1507.6666,1783.25,7.4861927,7.3183184
007359,032,11,46,214.75797,1245.0,3,0,Mestizo,26.0,PEA Ocupada,348.83334,348.83334,5.854594,5.854594
007359,054,11,67,169.94652,1245.0,1,0,Mestizo,50.0,PEA Ocupada,202.33333,202.33333,5.3099165,5.3099165
007359,073,11,51,244.88464,1245.0,1,1,Mestizo,34.0,PEA Ocupada,777.5833,777.5833,6.656191,6.656191
007359,115,11,31,265.5558,1245.0,2,1,Otros,19.0,PEA Ocupada,1036.75,1036.75,6.943846,6.943846
007359,115,11,20,252.95721,1245.0,1,1,Mestizo,3.0,PEA Ocupada,855.25,855.25,6.751394,6.751394
007359,136,11,27,265.5558,1245.0,1,1,Mestizo,10.0,PEA Ocupada,1239.0834,1239.0834,7.122127,7.122127
007360,027,11,46,251.52576,1245.0,1,1,Mestizo,29.0,PEA Ocupada,1325.75,1325.75,7.1897335,7.1897335
007360,048,11,65,176.04675,5758.0,1,1,Mestizo,48.0,PEA Ocupada,1560.3334,2040.1667,7.6207867,7.352655
007360,048,11,64,220.58206,1245.0,3,0,Mestizo,45.0,PEA Ocupada,693.5,693.5,6.5417514,6.5417514
007360,048,11,26,266.19534,1245.0,2,0,Mestizo,14.0,PEA Ocupada,851.5,861.5,6.758675,6.7469993
007360,132,11,36,266.19534,622.0,3,0,Mestizo,14.0,PEA Ocupada,1223.8334,1275.6667,7.151224,7.109743
007360,173,11,60,251.52576,1245.0,1,1,Mestizo,44.0,PEA Ocupada,1099.5834,1099.5834,7.0026865,7.0026865
007360,173,11,60,220.58206,1245.0,1,0,Mestizo,47.0,PEA Ocupada,462.75,462.75,6.137187,6.137187
007360,173,11,33,272.75748,2749.0,1,1,Mestizo,16.0,PEA Ocupada,1121.75,1350.8334,7.208477,7.0226455
007360,173,11,31,266.19534,1245.0,3,0,Mestizo,12.0,PEA Ocupada,812.75,812.75,6.7004237,6.7004237
007360,173,11,26,266.19534,1245.0,1,0,Mestizo,9.0,PEA Ocupada,1319.5,1319.5,7.185008,7.185008
007361,008,11,60,240.81331,1245.0,1,1,Mestizo,45.0,PEA Ocupada,1602.75,1602.75,7.379476,7.379476
007361,008,11,49,211.1875,1245.0,1,0,Mestizo,35.0,PEA Ocupada,386.66666,386.66666,5.957563,5.957563
007361,008,11,30,261.14078,1245.0,1,1,Mestizo,13.0,PEA Ocupada,951.6667,951.6667,6.858215,6.858215
007361,008,11,23,248.75168,1245.0,1,1,Mestizo,6.0,PEA Ocupada,851.5,861.5,6.758675,6.7469993
007361,008,11,21,248.75168,1245.0,1,1,Blanco,4.0,PEA Ocupada,215.41667,215.41667,5.3725743,5.3725743
007361,083,11,24,248.75168,3147.0,1,1,Mestizo,7.0,PEA Ocupada,1754.5834,2016.8334,7.609284,7.469987
007361,101,11,42,254.85811,1245.0,1,0,Blanco,25.0,PEA Ocupada,1005.75,1005.75,6.913489,6.913489
007361,120,12,22,300.90918,974.0,4,0,Mestizo,1.0,PEA Ocupada,1087.4167,1168.5834,7.0635476,6.99156
007361,120,22,22,300.90918,406.0,1,0,Mestizo,5.0,PEA Ocupada,1375.75,1409.5834,7.2510495,7.226754
007361,120,22,24,248.75168,1245.0,1,1,Mestizo,7.0,PEA Ocupada,1077.0834,1077.0834,6.9820123,6.9820123
007362,011,11,61,200.18816,1245.0,1,0,Mestizo,45.0,PEA Ocupada,92.166664,92.166664,4.5235987,4.5235987
007362,011,11,32,247.5397,152.0,1,1,Mestizo,15.0,PEA Ocupada,1001.75,1014.4167,6.922069,6.909504
007362,011,11,39,247.5397,1245.0,1,1,Mestizo,22.0,PEA Ocupada,901.5833,901.5833,6.8041525,6.8041525
007362,042,11,53,228.27095,914.0,5,1,Mestizo,29.0,PEA Ocupada,2003.4166,2079.5833,7.6399226,7.602609
007362,042,11,51,200.18816,914.0,5,0,Mestizo,27.0,PEA Ocupada,1953.3334,2029.5,7.615545,7.5772924
007362,042,11,18,235.79587,1245.0,4,1,Mestizo,0.0,PEA Ocupada,100.166664,100.166664,4.6068354,4.6068354
007362,058,11,58,228.27095,1245.0,1,1,Mestizo,41.0,PEA Ocupada,400.66666,400.66666,5.9931297,5.9931297
007362,058,11,51,200.18816,1245.0,2,0,Blanco,41.0,PEA Ocupada,171.33333,171.33333,5.143611,5.143611
007362,058,11,32,241.58424,305.0,3,0,Mestizo,12.0,PEA Ocupada,851.5,876.9167,6.776412,6.7469993
007362,058,11,29,247.5397,3654.0,1,1,Mestizo,12.0,PEA Ocupada,1663.9167,1968.4167,7.584985,7.4169297
007362,089,11,27,247.5397,1117.0,4,1,Mestizo,9.0,PEA Ocupada,1202.0834,1295.1667,7.1663947,7.0918117
007362,089,11,38,241.58424,1245.0,1,0,Otros,23.0,PEA Ocupada,1175.0,1175.0,7.0690236,7.0690236
007362,089,11,36,247.5397,1245.0,2,1,Mestizo,27.0,PEA Ocupada,1510.5834,1510.5834,7.320251,7.320251
007362,105,11,38,241.58424,3375.0,3,0,Mestizo,16.0,PEA Ocupada,1602.75,1884.0,7.5411525,7.379476
007362,136,12,59,228.27095,1245.0,2,1,Blanco,53.0,PEA Ocupada,1077.0834,1077.0834,6.9820123,6.9820123
007362,136,12,65,158.41685,1245.0,0,0,Otros,59.0,PEA Ocupada,1188.0834,1188.0834,7.0800967,7.0800967
007362,136,12,39,247.5397,1245.0,1,1,Otros,24.0,PEA Ocupada,185.33333,185.33333,5.222156,5.222156
007362,136,22,29,247.5397,1245.0,1,1,Mestizo,12.0,PEA Ocupada,2335.9167,2335.9167,7.75616,7.75616
007363,015,11,32,258.35614,1245.0,0,1,Mestizo,26.0,PEA Ocupada,1285.4166,1285.4166,7.1588383,7.1588383
007363,015,11,36,258.35614,1245.0,1,1,Mestizo,23.0,PEA Ocupada,1285.4166,1285.4166,7.1588383,7.1588383
007363,050,11,27,258.35614,1245.0,1,1,Mestizo,10.0,PEA Ocupada,1839.25,1839.25,7.517113,7.517113
007363,067,11,41,252.14047,618.0,4,0,Mestizo,19.0,PEA Ocupada,1848.1666,1899.6666,7.5494337,7.5219493
007363,102,11,59,238.24544,1245.0,1,1,Mestizo,44.0,PEA Ocupada,1863.1666,1863.1666,7.5300326,7.5300326
007363,102,11,52,208.93553,1245.0,1,0,Mestizo,35.0,PEA Ocupada,126.53472,126.53472,4.8405166,4.8405166
007363,102,11,17,246.09915,1245.0,1,1,Mestizo,0.0,PEA Ocupada,1234.0,1234.0,7.1180162,7.1180162
007363,102,11,23,246.09915,1245.0,1,1,Mestizo,6.0,PEA Ocupada,1645.3334,1645.3334,7.4056983,7.4056983
007363,119,12,51,208.93553,1245.0,1,0,Mestizo,34.0,PEA Ocupada,1511.3334,1511.3334,7.3207474,7.3207474
007363,119,22,27,258.35614,3090.0,3,1,Mestizo,7.0,PEA Ocupada,1495.3334,1752.8334,7.468989,7.3101044
007363,154,11,53,238.24544,1245.0,2,1,Mestizo,42.0,PEA Ocupada,1112.5,1112.5,7.014365,7.014365
007363,154,11,28,258.35614,1245.0,1,1,Mestizo,13.0,PEA Ocupada,747.6667,747.6667,6.616957,6.616957
007364,018,11,23,423.36157,3121.0,4,0,Mestizo,1.0,PEA Ocupada,1536.5,1796.5834,7.493642,7.337262
007364,036,11,42,367.40976,1245.0,1,1,Mestizo,25.0,PEA Ocupada,532.6667,532.6667,6.277896,6.277896
007364,036,11,31,358.57043,1245.0,2,0,Mestizo,24.0,PEA Ocupada,1148.25,1148.25,7.0459943,7.0459943
007364,054,11,54,297.12845,1245.0,2,0,Otros,46.0,PEA Ocupada,799.0,799.0,6.683361,6.683361
007364,054,11,19,349.97903,1245.0,1,1,Otros,5.0,PEA Ocupada,573.5833,573.5833,6.351903,6.351903
007364,073,11,61,338.8102,1245.0,1,1,Mestizo,44.0,PEA Ocupada,851.5,861.5,6.758675,6.7469993
007364,073,11,67,235.12956,1245.0,2,0,Mestizo,57.0,PEA Ocupada,329.83334,329.83334,5.7985873,5.7985873
007364,108,11,22,349.97903,1245.0,1,1,Mestizo,7.0,PEA Ocupada,1545.5834,1545.5834,7.343157,7.343157
007364,127,11,54,338.8102,1245.0,2,1,Mestizo,43.0,PEA Ocupada,614.5833,614.5833,6.4209447,6.4209447
007365,011,11,42,344.93887,1245.0,1,1,Mestizo,25.0,PEA Ocupada,2181.0,2181.0,7.6875386,7.6875386
007365,025,11,50,318.08847,3055.0,1,1,Blanco,35.0,PEA Ocupada,1507.75,1762.3334,7.474394,7.3183737
007365,025,11,45,278.95596,1245.0,1,0,Blanco,28.0,PEA Ocupada,506.91666,506.91666,6.228347,6.228347
007365,025,11,22,397.46863,1245.0,4,0,Otros,0.0,PEA Ocupada,851.5,861.5,6.758675,6.7469993
007365,025,11,19,328.5742,1245.0,3,1,Blanco,0.0,PEA Ocupada,851.5,861.5,6.758675,6.7469993
007365,040,11,50,318.08847,1731.0,1,1,Mestizo,33.0,PEA Ocupada,853.1667,997.4167,6.9051685,6.748955
007365,055,11,56,278.95596,1245.0,1,0,Mestizo,39.0,PEA Ocupada,126.53472,126.53472,4.8405166,4.8405166
007365,084,11,62,318.08847,1245.0,1,1,Mestizo,45.0,PEA Ocupada,500.91666,500.91666,6.2164397,6.2164397
007365,084,11,33,344.93887,1245.0,3,1,Mestizo,14.0,PEA Ocupada,1287.3334,1287.3334,7.1603284,7.1603284
007365,099,11,69,222.63501,1018.0,1,1,Mestizo,52.0,PEA Ocupada,819.25,904.0833,6.8069215,6.7083893
007365,099,11,37,344.93887,1731.0,3,1,Mestizo,17.0,PEA Ocupada,851.5,995.75,6.9034963,6.7469993
007366,001,11,58,484.08847,1245.0,2,1,Otros,47.0,PEA Ocupada,796.0,796.0,6.6795993,6.6795993
007366,037,11,68,338.82098,1245.0,2,1,Mestizo,57.0,PEA Ocupada,893.5,893.5,6.7951465,6.7951465
007366,037,11,65,335.95065,1245.0,2,0,Mestizo,56.0,PEA Ocupada,196.0,196.0,5.278115,5.278115
007366,091,11,35,524.95123,1245.0,2,1,Otros,24.0,PEA Ocupada,388.08334,388.08334,5.9612203,5.9612203
007366,091,11,33,512.32166,1245.0,2,0,Mestizo,21.0,PEA Ocupada,388.0,388.0,5.961005,5.961005
007366,091,11,14,500.04636,1245.0,2,1,Otros,2.0,PEA Ocupada,851.5,861.5,6.758675,6.7469993
007366,109,11,19,604.8946,1245.0,1,0,Otros,2.0,PEA Ocupada,524.3333,524.3333,6.2621274,6.2621274
007366,109,11,28,524.95123,1245.0,1,1,Mestizo,13.0,PEA Ocupada,1309.5,1309.5,7.1774006,7.1774006
007366,145,11,50,484.08847,1245.0,2,1,Mestizo,38.0,PEA Ocupada,686.9167,686.9167,6.532213,6.532213
007366,145,11,19,500.04636,1245.0,2,1,Blanco,7.0,PEA Ocupada,686.9167,686.9167,6.532213,6.532213
007367,025,11,29,287.14236,1245.0,2,0,Mestizo,17.0,PEA Ocupada,525.25,525.25,6.2638745,6.2638745
007367,025,11,31,287.14236,1245.0,2,0,Mestizo,19.0,PEA Ocupada,764.8333,764.8333,6.639658,6.639658
007367,043,11,45,271.31842,1245.0,2,1,Mestizo,33.0,PEA Ocupada,693.5,693.5,6.5417514,6.5417514
007367,113,11,60,271.31842,6432.0,1,1,Mestizo,43.0,PEA Ocupada,1967.75,2503.75,7.825545,7.584646
