conglome,vivienda,hogar,age,fac500a,d544t,educ,male,raza,exper,pea,ing_lab,ing_total,ln_ing,ln_ing_lab
007402,008,11,41,198.75337,1245.0,1,1,Mestizo,24.0,PEA Ocupada,2243.25,2243.25,7.715681,7.715681
007402,008,11,37,193.97165,1245.0,2,0,Blanco,28.0,PEA Ocupada,147.41667,147.41667,4.9932632,4.9932632
007402,045,11,63,183.2822,1245.0,4,1,Mestizo,45.0,PEA Ocupada,1236.9166,1236.9166,7.120377,7.120377
007402,045,11,29,193.97165,1245.0,4,0,Mestizo,7.0,PEA Ocupada,890.5833,890.5833,6.791877,6.791877
007402,045,11,27,198.75337,3066.0,4,1,Mestizo,5.0,PEA Ocupada,1853.5834,2109.0835,7.654009,7.524876
007402,045,11,60,160.7341,1245.0,3,0,Mestizo,40.0,PEA Ocupada,851.5,861.5,6.758675,6.7469993
007402,064,11,58,160.7341,308.0,1,0,Mestizo,44.0,PEA Ocupada,953.9167,979.5834,6.8871274,6.860576
007402,064,11,53,160.7341,1245.0,2,0,Mestizo,42.0,PEA Ocupada,1532.8334,1532.8334,7.334873,7.334873
007402,101,11,46,160.7341,1245.0,1,0,Otros,29.0,PEA Ocupada,685.75,685.75,6.5305133,6.5305133
007402,120,11,57,183.2822,1245.0,2,1,Otros,46.0,PEA Ocupada,219.66667,219.66667,5.3921113,5.3921113
007402,120,11,63,160.7341,1245.0,2,0,Otros,52.0,PEA Ocupada,540.5833,540.5833,6.292649,6.292649
007402,157,11,55,160.7341,1245.0,2,0,Otros,44.0,PEA Ocupada,1117.1667,1117.1667,7.018551,7.018551
007402,157,11,31,193.97165,1245.0,1,0,Otros,14.0,PEA Ocupada,1469.5,1469.5,7.2926774,7.2926774
007402,157,11,35,198.75337,1245.0,1,1,Otros,20.0,PEA Ocupada,767.9167,767.9167,6.643681,6.643681
007402,157,11,25,198.75337,1245.0,1,1,Mestizo,8.0,PEA Ocupada,901.8333,901.8333,6.8044295,6.8044295
007403,010,11,61,405.75076,1245.0,2,0,Mestizo,53.0,PEA Ocupada,601.0,601.0,6.398595,6.398595
007403,010,11,39,489.65433,1245.0,3,0,Mestizo,19.0,PEA Ocupada,345.25,345.25,5.844269,5.844269
007403,040,11,58,405.75076,1245.0,0,0,Otros,52.0,PEA Ocupada,502.5,502.5,6.2195954,6.2195954
007403,040,11,20,578.1314,1245.0,4,0,Mestizo,2.0,PEA Ocupada,153.25,153.25,5.0320706,5.0320706
007403,056,11,47,462.67032,1245.0,2,1,Otros,40.0,PEA Ocupada,430.83334,430.83334,6.0657215,6.0657215
007403,056,11,50,405.75076,1245.0,2,0,Mestizo,41.0,PEA Ocupada,398.0,398.0,5.986452,5.986452
007403,056,11,16,477.92215,1245.0,1,1,Mestizo,-1.0,PEA Ocupada,1733.6666,1733.6666,7.457994,7.457994
007403,102,11,57,462.67032,1245.0,2,1,Mestizo,46.0,PEA Ocupada,386.41666,386.41666,5.9569163,5.9569163
007403,102,11,50,405.75076,1245.0,2,0,Mestizo,38.0,PEA Ocupada,149.25,149.25,5.005623,5.005623
007403,102,11,22,477.92215,1245.0,4,1,Mestizo,1.0,PEA Ocupada,851.5,861.5,6.758675,6.7469993
007403,102,11,30,501.72513,1245.0,1,1,Mestizo,13.0,PEA Ocupada,199.0,199.0,5.293305,5.293305
007403,132,11,29,501.72513,1245.0,1,1,Mestizo,16.0,PEA Ocupada,1039.0,1039.0,6.946014,6.946014
007404,043,11,55,162.66672,1245.0,3,0,Mestizo,35.0,PEA Ocupada,713.9167,713.9167,6.5707664,6.5707664
007404,043,11,30,196.30391,3112.0,4,0,Mestizo,8.0,PEA Ocupada,1758.1666,2017.5,7.6096144,7.472027
007405,008,11,30,178.99236,3066.0,1,1,Mestizo,13.0,PEA Ocupada,1503.0834,1758.5834,7.472264,7.315274
007405,040,11,31,178.99236,1245.0,1,1,Mestizo,14.0,PEA Ocupada,1676.9166,1676.9166,7.424712,7.424712
007405,057,11,43,178.99236,1245.0,1,1,Mestizo,30.0,PEA Ocupada,801.4167,801.4167,6.686381,6.686381
007405,057,11,19,206.2506,1245.0,1,0,Mestizo,2.0,PEA Ocupada,616.0834,616.0834,6.4233823,6.4233823
007405,089,11,52,165.0594,1245.0,1,1,Mestizo,35.0,PEA Ocupada,907.8333,907.8333,6.811061,6.811061
007405,089,11,51,144.75314,1245.0,2,0,Mestizo,40.0,PEA Ocupada,1432.9166,1432.9166,7.267467,7.267467
007405,105,11,45,165.0594,1245.0,3,1,Otros,25.0,PEA Ocupada,1735.5834,1735.5834,7.459099,7.459099
007405,105,11,41,174.68607,613.0,3,0,Otros,21.0,PEA Ocupada,901.8333,952.9166,6.8595276,6.8044295
007405,138,11,51,144.75314,718.0,2,0,Mestizo,40.0,PEA Ocupada,1590.5833,1650.4166,7.408783,7.371856
007405,138,11,31,174.68607,715.0,3,0,Mestizo,11.0,PEA Ocupada,851.75,911.3333,6.8149085,6.747293
007406,019,11,28,238.97795,1245.0,1,1,Otros,11.0,PEA Ocupada,1238.0834,1238.0834,7.12132,7.12132
007406,019,11,28,233.22849,1245.0,1,0,Mestizo,13.0,PEA Ocupada,1068.8334,1068.8334,6.974323,6.974323
007406,033,11,50,220.37566,1245.0,1,1,Mestizo,33.0,PEA Ocupada,875.6667,875.6667,6.7749853,6.7749853
007406,107,11,42,238.97795,1245.0,1,1,Blanco,25.0,PEA Ocupada,1545.6666,1545.6666,7.3432107,7.3432107
007406,107,11,46,193.26416,1245.0,2,0,Mestizo,34.0,PEA Ocupada,304.5,304.5,5.7186713,5.7186713
007406,121,11,37,238.97795,1245.0,1,1,Blanco,20.0,PEA Ocupada,597.0,597.0,6.391917,6.391917
007406,121,11,39,233.22849,1245.0,1,0,Mestizo,22.0,PEA Ocupada,1734.0,1734.0,7.458186,7.458186
007407,001,11,45,203.88307,1245.0,2,0,Mestizo,33.0,PEA Ocupada,519.4167,519.4167,6.2527065,6.2527065
007407,019,11,52,232.4842,1245.0,1,1,Blanco,35.0,PEA Ocupada,1015.9167,1015.9167,6.923547,6.923547
007407,019,11,40,246.04323,607.0,4,0,Mestizo,20.0,PEA Ocupada,945.25,995.8333,6.9035797,6.8514495
007407,037,11,44,252.1086,1245.0,1,1,Otros,30.0,PEA Ocupada,1314.25,1314.25,7.181021,7.181021
007407,037,11,48,203.88307,1245.0,1,0,Mestizo,32.0,PEA Ocupada,851.5,861.5,6.758675,6.7469993
007407,037,11,20,240.14801,2899.0,1,1,Mestizo,3.0,PEA Ocupada,1224.75,1466.3334,7.29052,7.110492
007407,037,11,18,240.14801,1245.0,1,1,Mestizo,1.0,PEA Ocupada,904.75,904.75,6.8076587,6.8076587
007407,054,11,70,162.71927,1245.0,2,1,Mestizo,59.0,PEA Ocupada,775.5,775.5,6.653508,6.653508
007407,054,11,32,246.04323,1245.0,1,0,Blanco,15.0,PEA Ocupada,159.25,159.25,5.070475,5.070475
007407,054,11,31,252.1086,1245.0,1,1,Otros,16.0,PEA Ocupada,635.8333,635.8333,6.4549365,6.4549365
007407,054,11,34,252.1086,1800.0,3,1,Mestizo,14.0,PEA Ocupada,1261.4166,1411.4166,7.2523494,7.139991
007407,090,11,47,232.4842,2639.0,4,1,Mestizo,25.0,PEA Ocupada,1702.9166,1922.8333,7.561555,7.440098
007407,090,11,47,203.88307,1245.0,3,0,Blanco,25.0,PEA Ocupada,2163.75,2163.75,7.6795983,7.6795983
007407,090,11,22,290.50153,1245.0,4,0,Mestizo,1.0,PEA Ocupada,90.166664,90.166664,4.50166,4.50166
007407,108,11,80,162.71927,1245.0,2,1,Mestizo,72.0,PEA Ocupada,1096.5,1096.5,6.9998784,6.9998784
007407,108,11,30,252.1086,1245.0,1,1,Mestizo,13.0,PEA Ocupada,130.25,130.25,4.869456,4.869456
007408,025,11,28,245.26328,1245.0,1,1,Mestizo,11.0,PEA Ocupada,841.0833,841.0833,6.7346907,6.7346907
007408,041,11,45,226.17172,1030.0,3,1,Mestizo,25.0,PEA Ocupada,1933.9166,2019.75,7.610729,7.5673027
007408,041,11,43,239.3626,1245.0,1,0,Mestizo,26.0,PEA Ocupada,996.8333,996.8333,6.9045835,6.9045835
007408,041,11,18,233.62744,1245.0,1,1,Otros,1.0,PEA Ocupada,114.666664,114.666664,4.742029,4.742029
007408,057,11,63,226.17172,1245.0,3,1,Otros,45.0,PEA Ocupada,652.0,652.0,6.4800444,6.4800444
007408,057,11,61,198.34718,1245.0,3,0,Otros,42.0,PEA Ocupada,656.9167,656.9167,6.4875574,6.4875574
007408,088,11,34,245.26328,1245.0,4,1,Mestizo,14.0,PEA Ocupada,1069.5833,1069.5833,6.975024,6.975024
007408,088,11,33,239.3626,1245.0,3,0,Mestizo,15.0,PEA Ocupada,330.0,330.0,5.799093,5.799093
007408,105,11,34,245.26328,1245.0,3,1,Mestizo,14.0,PEA Ocupada,851.5,861.5,6.758675,6.7469993
007408,105,11,39,239.3626,1245.0,1,0,Mestizo,25.0,PEA Ocupada,590.1666,590.1666,6.380405,6.380405
007408,135,11,53,198.34718,1245.0,1,0,Mestizo,36.0,PEA Ocupada,574.25,574.25,6.353065,6.353065
007408,135,11,23,233.62744,1245.0,3,1,Mestizo,3.0,PEA Ocupada,423.66666,423.66666,6.048947,6.048947
007409,038,11,41,247.94211,1245.0,2,0,Mestizo,32.0,PEA Ocupada,725.0833,725.0833,6.5862865,6.5862865
007409,038,11,36,254.05429,1245.0,2,1,Mestizo,29.0,PEA Ocupada,615.3333,615.3333,6.422164,6.422164
007409,038,11,22,242.00139,1245.0,3,1,Mestizo,3.0,PEA Ocupada,843.5,843.5,6.73756,6.73756
007409,052,11,47,234.27844,1245.0,2,1,Mestizo,39.0,PEA Ocupada,1700.0834,1700.0834,7.4384327,7.4384327
007409,052,11,20,242.00139,1245.0,1,1,Mestizo,4.0,PEA Ocupada,1700.0834,1700.0834,7.4384327,7.4384327
007409,065,11,38,254.05429,1245.0,2,1,Mestizo,28.0,PEA Ocupada,414.33334,414.33334,6.026671,6.026671
007409,080,11,29,254.05429,1245.0,3,1,Mestizo,9.0,PEA Ocupada,1234.4166,1234.4166,7.118354,7.118354
007409,094,11,44,247.94211,1245.0,1,0,Mestizo,28.0,PEA Ocupada,1571.0834,1571.0834,7.359521,7.359521
007409,120,11,52,234.27844,2612.0,2,1,Mestizo,41.0,PEA Ocupada,1190.8334,1408.5,7.2502804,7.0824084
007409,120,11,38,247.94211,1245.0,1,0,Mestizo,23.0,PEA Ocupada,216.33333,216.33333,5.3768206,5.3768206
007410,013,11,50,226.83861,1034.0,3,1,Mestizo,28.0,PEA Ocupada,1320.5,1406.6666,7.248978,7.1857657
007410,013,11,22,283.44702,1245.0,4,0,Mestizo,1.0,PEA Ocupada,188.66667,188.66667,5.2399817,5.2399817
007410,013,11,18,234.3163,1245.0,1,1,Mestizo,1.0,PEA Ocupada,851.5,861.5,6.758675,6.7469993
007410,093,11,43,240.06836,1245.0,4,0,Mestizo,20.0,PEA Ocupada,2345.5833,2345.5833,7.760289,7.760289
007410,106,11,51,198.93202,1245.0,3,0,Mestizo,31.0,PEA Ocupada,764.8333,764.8333,6.639658,6.639658
007410,106,11,28,245.98645,2482.0,4,1,Mestizo,7.0,PEA Ocupada,1218.9166,1425.75,7.262453,7.1057177
007410,106,11,25,240.06836,1245.0,4,0,Mestizo,7.0,PEA Ocupada,457.08334,457.08334,6.1248655,6.1248655
007410,106,11,19,234.3163,1245.0,1,1,Mestizo,2.0,PEA Ocupada,548.5,548.5,6.307187,6.307187
007411,002,11,34,171.80603,1245.0,3,0,Mestizo,14.0,PEA Ocupada,563.4167,563.4167,6.3340197,6.3340197
007411,043,11,42,176.04132,468.0,3,1,Mestizo,24.0,PEA Ocupada,1190.5,1229.5,7.1143627,7.0821285
007411,043,11,20,167.68953,1245.0,3,1,Otros,2.0,PEA Ocupada,973.0833,973.0833,6.88047,6.88047
007411,104,11,27,176.04132,1245.0,1,1,Otros,14.0,PEA Ocupada,1248.25,1248.25,7.129498,7.129498
007411,124,11,39,176.04132,1245.0,4,1,Mestizo,21.0,PEA Ocupada,819.4167,819.4167,6.708593,6.708593
007412,001,11,24,176.82288,1245.0,4,1,Mestizo,6.0,PEA Ocupada,431.66666,431.66666,6.0676537,6.0676537
007412,001,11,23,213.89856,1245.0,4,0,Mestizo,5.0,PEA Ocupada,315.91666,315.91666,5.7554784,5.7554784
007412,034,11,30,181.16357,1034.0,4,0,Mestizo,8.0,PEA Ocupada,1027.75,1113.9166,7.0156374,6.9351273
007412,081,11,18,213.89856,1245.0,1,0,Mestizo,1.0,PEA Ocupada,263.91666,263.91666,5.5756335,5.5756335
007412,126,22,56,150.12073,1245.0,1,0,Otros,43.0,PEA Ocupada,462.0,462.0,6.135565,6.135565
007412,126,22,16,176.82288,1245.0,1,1,Mestizo,0.0,PEA Ocupada,527.8333,527.8333,6.2687807,6.2687807
007413,004,11,49,141.03531,1245.0,1,0,Mestizo,32.0,PEA Ocupada,1824.8334,1824.8334,7.509244,7.509244
007413,004,11,29,174.39513,1245.0,3,1,Otros,9.0,PEA Ocupada,651.0833,651.0833,6.4786377,6.4786377
007413,004,11,25,170.19942,620.0,4,0,Mestizo,3.0,PEA Ocupada,863.4167,915.0834,6.819015,6.7608976
007413,018,11,52,141.03531,414.0,1,0,Mestizo,35.0,PEA Ocupada,761.8333,796.3333,6.680018,6.635728
007413,031,11,62,141.03531,1245.0,4,0,Mestizo,42.0,PEA Ocupada,349.41666,349.41666,5.856265,5.856265
007413,085,11,47,160.82002,1245.0,1,1,Mestizo,30.0,PEA Ocupada,2216.9167,2216.9167,7.7038727,7.7038727
007413,085,11,38,170.19942,1245.0,1,0,Mestizo,21.0,PEA Ocupada,1569.3334,1569.3334,7.358406,7.358406
007413,085,11,19,166.12143,1245.0,4,1,Mestizo,1.0,PEA Ocupada,342.33334,342.33334,5.835785,5.835785
007413,110,11,51,160.82002,1245.0,1,1,Mestizo,36.0,PEA Ocupada,1450.5,1450.5,7.2796636,7.2796636
007413,110,11,43,170.19942,1245.0,2,0,Blanco,35.0,PEA Ocupada,456.60556,456.60556,6.12382,6.12382
007413,110,11,19,200.95326,676.0,4,0,Mestizo,1.0,PEA Ocupada,948.8333,1005.1666,6.9129086,6.855233
007414,018,11,43,387.1766,1245.0,1,1,Mestizo,26.0,PEA Ocupada,781.0,781.0,6.660575,6.660575
007414,018,11,43,377.8617,1245.0,3,0,Otros,23.0,PEA Ocupada,197.91667,197.91667,5.287846,5.287846
007414,039,11,37,387.1766,4614.0,3,1,Otros,17.0,PEA Ocupada,1484.3334,1868.8334,7.5330696,7.302721
007414,084,11,55,357.0384,1245.0,1,1,Blanco,38.0,PEA Ocupada,1752.4166,1752.4166,7.468751,7.468751
007414,084,11,50,313.1141,1245.0,1,0,Mestizo,33.0,PEA Ocupada,851.5,861.5,6.758675,6.7469993
007414,084,11,33,377.8617,1245.0,3,0,Otros,14.0,PEA Ocupada,433.91666,433.91666,6.0728526,6.0728526
007414,127,11,22,368.80807,1245.0,1,1,Mestizo,5.0,PEA Ocupada,1830.9166,1830.9166,7.512572,7.512572
007414,127,11,47,357.0384,1245.0,1,1,Mestizo,33.0,PEA Ocupada,781.0,781.0,6.660575,6.660575
007414,149,11,63,313.1141,1245.0,0,0,Blanco,57.0,PEA Ocupada,788.6667,788.6667,6.670344,6.670344
007414,192,11,65,249.89665,1245.0,2,1,Mestizo,56.0,PEA Ocupada,608.5833,608.5833,6.411134,6.411134
007415,014,11,54,224.90375,1245.0,2,1,Mestizo,44.0,PEA Ocupada,555.25,555.25,6.3194184,6.3194184
007415,032,11,41,243.88828,1245.0,2,1,Blanco,29.0,PEA Ocupada,1918.3334,1918.3334,7.559212,7.559212
007415,032,11,40,238.02068,1245.0,2,0,Blanco,28.0,PEA Ocupada,851.5,861.5,6.758675,6.7469993
007415,032,11,16,232.31766,1245.0,1,1,Mestizo,-1.0,PEA Ocupada,450.83334,450.83334,6.111098,6.111098
007415,070,11,75,157.41359,1245.0,0,1,Otros,69.0,PEA Ocupada,199.0,199.0,5.293305,5.293305
007415,124,11,20,232.31766,1245.0,2,1,Mestizo,8.0,PEA Ocupada,644.0,644.0,6.4676986,6.4676986
007415,160,11,52,197.2352,1245.0,1,0,Mestizo,35.0,PEA Ocupada,209.91667,209.91667,5.3467107,5.3467107
007415,160,11,40,243.88828,3623.0,3,1,Otros,20.0,PEA Ocupada,1194.0,1495.9166,7.3104944,7.0850644
007416,008,11,64,143.1517,1245.0,0,0,Mestizo,58.0,PEA Ocupada,184.24048,184.24048,5.216242,5.216242
007416,041,11,48,143.1517,1245.0,3,0,Otros,30.0,PEA Ocupada,188.0,188.0,5.236442,5.236442
007416,041,11,19,168.61427,1245.0,3,1,Otros,0.0,PEA Ocupada,139.5,139.5,4.9380646,4.9380646
007416,057,11,61,163.23332,1245.0,1,1,Otros,46.0,PEA Ocupada,1005.4167,1005.4167,6.9131575,6.9131575
007416,090,11,37,177.01213,1245.0,1,1,Otros,20.0,PEA Ocupada,1788.0833,1788.0833,7.4888997,7.4888997
007416,090,11,27,172.75348,1245.0,1,0,Mestizo,13.0,PEA Ocupada,550.1667,550.1667,6.310221,6.310221
007416,106,11,44,177.01213,820.0,1,1,Mestizo,27.0,PEA Ocupada,890.5833,958.9166,6.865804,6.791877
007416,106,11,41,172.75348,1245.0,1,0,Mestizo,28.0,PEA Ocupada,128.66667,128.66667,4.857225,4.857225
007417,016,11,60,239.32066,1245.0,1,1,Mestizo,46.0,PEA Ocupada,743.3333,743.3333,6.6111445,6.6111445
007417,016,11,53,209.87848,1245.0,2,0,Mestizo,44.0,PEA Ocupada,1206.5,1206.5,7.095479,7.095479
007417,016,11,25,259.52213,1245.0,1,1,Otros,10.0,PEA Ocupada,323.66666,323.66666,5.779714,5.779714
007417,052,12,41,259.52213,3014.0,1,1,Otros,24.0,PEA Ocupada,1349.6667,1600.8334,7.3782797,7.207613
007417,052,22,42,253.2784,1245.0,1,0,Mestizo,25.0,PEA Ocupada,1003.3334,1003.3334,6.911083,6.911083
007417,070,11,50,239.32066,954.0,2,1,Otros,39.0,PEA Ocupada,1142.25,1221.75,7.1080394,7.0407553
007417,070,11,49,209.87848,1245.0,2,0,Mestizo,39.0,PEA Ocupada,256.08334,256.08334,5.545503,5.545503
007417,070,11,29,259.52213,1245.0,1,1,Otros,12.0,PEA Ocupada,843.5,843.5,6.73756,6.73756
007417,105,11,23,247.20982,1245.0,1,1,Mestizo,6.0,PEA Ocupada,1128.3334,1128.3334,7.0284967,7.0284967
007417,122,11,57,239.32066,1245.0,1,1,Mestizo,40.0,PEA Ocupada,280.8333,280.8333,5.637761,5.637761
007417,122,11,51,209.87848,1245.0,2,0,Mestizo,40.0,PEA Ocupada,379.08334,379.08334,5.937756,5.937756
007417,122,11,22,247.20982,1245.0,1,1,Mestizo,5.0,PEA Ocupada,489.25,489.25,6.1928735,6.1928735
007417,122,11,20,299.04404,1245.0,1,0,Blanco,3.0,PEA Ocupada,268.91666,268.91666,5.5944014,5.5944014
007417,122,11,26,259.52213,1245.0,3,1,Otros,6.0,PEA Ocupada,912.75,912.75,6.816462,6.816462
007418,006,11,41,194.00983,3082.0,1,1,Mestizo,24.0,PEA Ocupada,1374.3334,1631.1667,7.397051,7.225724
007418,006,11,37,189.34222,203.0,1,0,Blanco,24.0,PEA Ocupada,219.83333,236.75,5.467005,5.3928695
007418,021,11,62,178.9079,1245.0,2,1,Otros,51.0,PEA Ocupada,400.66666,400.66666,5.9931297,5.9931297
007418,036,11,41,194.00983,1245.0,1,1,Otros,24.0,PEA Ocupada,1402.4166,1402.4166,7.245952,7.245952
007418,036,11,25,194.00983,162.0,4,1,Otros,7.0,PEA Ocupada,896.6667,910.1667,6.8136277,6.798684
007418,051,11,67,125.22039,325.0,1,1,Otros,50.0,PEA Ocupada,372.25,399.33334,5.9897966,5.9195657
007418,051,11,59,156.89793,1245.0,0,0,Otros,53.0,PEA Ocupada,175.25,175.25,5.1662135,5.1662135
007418,080,11,43,189.34222,1245.0,1,0,Blanco,28.0,PEA Ocupada,956.4167,956.4167,6.8631935,6.8631935
007418,080,11,53,178.9079,1245.0,1,1,Blanco,36.0,PEA Ocupada,1723.3334,1723.3334,7.452016,7.452016
007418,095,11,25,194.00983,1245.0,1,1,Mestizo,8.0,PEA Ocupada,182.33333,182.33333,5.2058363,5.2058363
007419,008,11,36,194.3221,1245.0,4,0,Mestizo,15.0,PEA Ocupada,841.0833,841.0833,6.7346907,6.7346907
007419,024,11,40,194.3221,1245.0,1,0,Mestizo,26.0,PEA Ocupada,216.66667,216.66667,5.3783603,5.3783603
007419,040,11,53,183.61334,2461.0,1,1,Mestizo,38.0,PEA Ocupada,1011.9167,1217.0,7.104144,6.9196014
007419,040,11,45,161.02449,1245.0,1,0,Mestizo,28.0,PEA Ocupada,1296.0,1296.0,7.167038,7.167038
007419,087,11,48,161.02449,1245.0,3,0,Blanco,28.0,PEA Ocupada,581.5,581.5,6.365611,6.365611
007419,087,11,24,189.66612,1245.0,3,1,Mestizo,6.0,PEA Ocupada,1149.8334,1149.8334,7.0473723,7.0473723
007419,134,11,65,127.425095,1245.0,1,0,Blanco,48.0,PEA Ocupada,791.6667,791.6667,6.6741405,6.6741405
007419,134,11,30,199.11246,1245.0,1,1,Mestizo,13.0,PEA Ocupada,1784.1666,1784.1666,7.4867067,7.4867067
007420,023,11,59,255.2903,1245.0,2,1,Mestizo,48.0,PEA Ocupada,1503.1667,1503.1667,7.3153296,7.3153296
007420,023,11,35,270.1794,1245.0,2,0,Mestizo,23.0,PEA Ocupada,650.3215,650.3215,6.4774666,6.4774666
007420,061,11,46,255.2903,1245.0,3,1,Mestizo,26.0,PEA Ocupada,1596.3334,1596.3334,7.3754644,7.3754644
007420,061,11,53,223.88347,1245.0,3,0,Mestizo,33.0,PEA Ocupada,148.75,148.75,5.002267,5.002267
007420,098,11,33,270.1794,1245.0,1,0,Mestizo,16.0,PEA Ocupada,1632.1666,1632.1666,7.3976636,7.3976636
007420,117,11,34,270.1794,1245.0,1,0,Otros,17.0,PEA Ocupada,396.58334,396.58334,5.9828863,5.9828863
007421,006,11,66,309.32852,1245.0,1,1,Mestizo,50.0,PEA Ocupada,321.33334,321.33334,5.772479,5.772479
007421,006,11,58,387.58072,1245.0,1,0,Mestizo,44.0,PEA Ocupada,126.53472,126.53472,4.8405166,4.8405166
007421,006,11,27,467.72696,1245.0,1,0,Mestizo,10.0,PEA Ocupada,791.6667,791.6667,6.6741405,6.6741405
007421,028,11,39,479.2572,1245.0,1,1,Mestizo,22.0,PEA Ocupada,956.5834,956.5834,6.863368,6.863368
007421,073,11,55,387.58072,1245.0,3,0,Mestizo,35.0,PEA Ocupada,143.58333,143.58333,4.9669156,4.9669156
007421,118,11,35,479.2572,1245.0,1,1,Otros,21.0,PEA Ocupada,396.75,396.75,5.9833064,5.9833064
007421,141,11,58,387.58072,1245.0,2,0,Otros,49.0,PEA Ocupada,90.38195,90.38195,4.5040445,4.5040445
007421,141,11,18,456.52017,1245.0,1,1,Mestizo,4.0,PEA Ocupada,398.75,398.75,5.9883347,5.9883347
007421,141,11,17,456.52017,1245.0,2,1,Mestizo,5.0,PEA Ocupada,314.0,314.0,5.749393,5.749393
007422,014,11,43,536.20416,1245.0,1,1,Mestizo,26.0,PEA Ocupada,497.5,497.5,6.2095957,6.2095957
007422,014,11,21,510.76544,81.0,4,1,Mestizo,3.0,PEA Ocupada,1120.4166,1127.1666,7.0274625,7.021456
007422,029,11,54,433.63437,809.0,1,0,Mestizo,41.0,PEA Ocupada,793.25,860.6667,6.757707,6.6761384
007422,095,11,60,494.46545,3471.0,2,1,Mestizo,49.0,PEA Ocupada,1144.25,1433.5,7.2678742,7.042505
007422,095,11,56,433.63437,1245.0,1,0,Mestizo,40.0,PEA Ocupada,135.57292,135.57292,4.9095097,4.9095097
007422,095,11,16,617.8612,1245.0,1,0,Mestizo,-1.0,PEA Ocupada,796.0,796.0,6.6795993,6.6795993
007422,112,11,48,494.46545,1245.0,3,1,Mestizo,29.0,PEA Ocupada,1690.5,1690.5,7.43278,7.43278
007422,112,11,28,523.30383,1245.0,3,0,Mestizo,8.0,PEA Ocupada,101.10715,101.10715,4.616181,4.616181
007422,144,11,47,494.46545,1245.0,2,1,Mestizo,35.0,PEA Ocupada,1033.75,1033.75,6.940948,6.940948
007423,009,11,25,531.35895,1245.0,1,1,Otros,8.0,PEA Ocupada,647.4167,647.4167,6.47299,6.47299
007423,009,11,25,518.5752,1245.0,1,0,Mestizo,8.0,PEA Ocupada,947.5,947.5,6.853827,6.853827
007423,039,11,48,429.71597,1245.0,0,0,Mestizo,42.0,PEA Ocupada,851.5,861.5,6.758675,6.7469993
007423,039,11,25,531.35895,1245.0,2,1,Mestizo,13.0,PEA Ocupada,776.9167,776.9167,6.655333,6.655333
007423,039,11,29,531.35895,1245.0,3,1,Otros,9.0,PEA Ocupada,1450.25,1450.25,7.2794914,7.2794914
007423,039,11,28,518.5752,1245.0,1,0,Otros,11.0,PEA Ocupada,1767.5,1767.5,7.4773216,7.4773216
007423,051,11,53,489.9974,1245.0,2,1,Otros,42.0,PEA Ocupada,496.16666,496.16666,6.206912,6.206912
007423,051,11,27,531.35895,1245.0,1,1,Otros,13.0,PEA Ocupada,647.4167,647.4167,6.47299,6.47299
007423,080,11,58,429.71597,1245.0,1,0,Blanco,41.0,PEA Ocupada,272.91666,272.91666,5.6091666,5.6091666
007423,093,11,51,489.9974,1245.0,1,1,Mestizo,34.0,PEA Ocupada,1344.75,1344.75,7.2039633,7.2039633
007423,093,11,50,429.71597,1245.0,1,0,Mestizo,33.0,PEA Ocupada,1387.3334,1387.3334,7.235139,7.235139
007423,093,11,21,506.1501,1245.0,1,1,Mestizo,4.0,PEA Ocupada,215.83333,215.83333,5.3745065,5.3745065
007423,119,11,52,489.9974,1245.0,2,1,Mestizo,41.0,PEA Ocupada,1488.5834,1488.5834,7.30558,7.30558
007423,119,11,15,506.1501,1245.0,1,1,Otros,0.0,PEA Ocupada,431.58334,431.58334,6.0674605,6.0674605
007424,022,11,49,245.76172,1448.0,1,1,Mestizo,34.0,PEA Ocupada,1196.25,1316.9166,7.1830482,7.086947
007424,022,11,46,215.52715,1245.0,1,0,Mestizo,29.0,PEA Ocupada,161.5,161.5,5.084505,5.084505
007424,041,11,35,266.5069,1245.0,1,1,Mestizo,18.0,PEA Ocupada,771.25,771.25,6.6480126,6.6480126
007424,061,11,54,245.76172,1365.0,1,1,Mestizo,37.0,PEA Ocupada,1036.75,1150.5,7.0479517,6.943846
007424,099,11,52,245.76172,2689.0,1,1,Otros,35.0,PEA Ocupada,933.9167,1158.0,7.0544496,6.8393874
007424,119,11,60,245.76172,1245.0,1,1,Otros,43.0,PEA Ocupada,120.916664,120.916664,4.7951016,4.7951016
007424,119,11,33,266.5069,2172.0,3,1,Otros,13.0,PEA Ocupada,1431.5833,1612.5833,7.3855925,7.266536
007424,158,11,23,253.8632,1245.0,1,1,Mestizo,6.0,PEA Ocupada,388.5,388.5,5.962293,5.962293
007425,007,11,61,245.76172,3914.0,3,1,Mestizo,43.0,PEA Ocupada,1813.3333,2139.5,7.6683273,7.502922
007425,007,11,36,260.09512,1245.0,1,0,Mestizo,19.0,PEA Ocupada,851.5,861.5,6.758675,6.7469993
007425,007,11,37,266.5069,1245.0,1,1,Mestizo,20.0,PEA Ocupada,835.3333,835.3333,6.727831,6.727831
007425,038,11,60,245.76172,1245.0,1,1,Otros,45.0,PEA Ocupada,166.58333,166.58333,5.1154957,5.1154957
007425,054,11,43,260.09512,1245.0,1,0,Mestizo,26.0,PEA Ocupada,584.0833,584.0833,6.3700438,6.3700438
